bol_window,bol_std,long_ma,sharpe_ratio,win_rate
160,3.0,900,1.6356037740526286,50.90909090909091
160,3.5,900,1.6356037740526286,50.90909090909091
160,3.0,850,1.6118948610046933,50.877192982456144
160,3.5,850,1.6118948610046933,50.877192982456144
180,3.0,750,1.5566508903043017,50.943396226415096
180,3.5,750,1.5566508903043017,50.943396226415096
180,3.0,850,1.5340347005406514,52.0
180,3.5,850,1.5340347005406514,52.0
180,3.0,900,1.5173302144715874,51.02040816326531
180,3.5,900,1.5173302144715874,51.02040816326531
180,3.0,800,1.5129736042348676,50.0
180,3.5,800,1.5129736042348676,50.0
160,3.0,800,1.5090767115920305,49.152542372881356
160,3.5,800,1.5090767115920305,49.152542372881356
160,3.0,700,1.5090320905767207,48.38709677419355
160,3.5,700,1.5090320905767207,48.38709677419355
160,3.0,750,1.4901750827679023,49.18032786885246
160,3.5,750,1.4901750827679023,49.18032786885246
160,3.0,550,1.4875180105609935,46.3768115942029
160,3.5,550,1.4875180105609935,46.3768115942029
160,3.0,600,1.485398742181747,47.76119402985074
160,3.5,600,1.485398742181747,47.76119402985074
160,3.0,500,1.4847589185994348,45.714285714285715
160,3.5,500,1.4847589185994348,45.714285714285715
180,3.0,700,1.4711787639085259,49.09090909090909
180,3.5,700,1.4711787639085259,49.09090909090909
180,3.0,600,1.4709019397552436,49.152542372881356
180,3.5,600,1.4709019397552436,49.152542372881356
180,3.0,550,1.4499491052063744,46.774193548387096
180,3.5,550,1.4499491052063744,46.774193548387096
160,3.0,650,1.448978322828373,46.15384615384615
160,3.5,650,1.448978322828373,46.15384615384615
180,1.0,850,1.4411959860463928,30.28169014084507
180,1.5,850,1.4411959860463928,30.28169014084507
100,3.0,800,1.4254605464144587,47.19101123595505
100,3.5,800,1.4254605464144587,47.19101123595505
160,3.0,450,1.41520279951429,45.07042253521127
160,3.5,450,1.41520279951429,45.07042253521127
180,3.0,650,1.4026635116187611,46.55172413793103
180,3.5,650,1.4026635116187611,46.55172413793103
180,3.0,350,1.3940246066213253,45.3125
180,3.5,350,1.3940246066213253,45.3125
160,3.0,400,1.3837787473164882,44.44444444444444
160,3.5,400,1.3837787473164882,44.44444444444444
180,3.0,400,1.3803598793015242,45.3125
180,3.0,450,1.3803598793015242,45.3125
180,3.5,400,1.3803598793015242,45.3125
180,3.5,450,1.3803598793015242,45.3125
180,3.0,500,1.3725767696720383,45.3125
180,3.5,500,1.3725767696720383,45.3125
160,3.0,350,1.3725213722812364,45.20547945205479
160,3.5,350,1.3725213722812364,45.20547945205479
160,1.0,850,1.3682649639693507,30.37974683544304
160,1.5,850,1.3682649639693507,30.37974683544304
100,3.0,650,1.3660930001310734,45.83333333333333
100,3.5,650,1.3660930001310734,45.83333333333333
