bol_window,bol_std,long_ma,short_ma,sharpe_ratio,win_rate
120,2.0,550,60,1.6073888286782303,44.06779661016949
100,3.0,750,60,1.6069619903168015,53.01204819277109
40,3.0,50,80,1.6066391018235004,38.5
80,4.0,50,120,1.6050658704388763,54.54545454545454
80,4.0,150,120,1.6050658704388763,54.54545454545454
100,2.0,350,120,1.602803794359352,36.627906976744185
180,1.0,550,60,1.6027963734932449,29.42583732057416
120,3.0,850,100,1.6026731631533822,56.94444444444444
160,1.0,150,100,1.6025698988725539,33.33333333333333
40,3.0,550,60,1.6019328904633932,42.95302013422819
60,4.0,850,100,1.6013750867815946,58.82352941176471
180,1.0,950,80,1.6011250266789983,31.292517006802722
60,3.0,250,20,1.600591406471115,44.9438202247191
60,4.0,250,100,1.6002957354053957,56.81818181818182
40,1.0,50,80,1.5999880554391646,27.706422018348626
180,2.0,250,100,1.5960358802960366,44.666666666666664
180,3.0,450,80,1.5959549366057115,60.60606060606061
60,1.0,50,100,1.5958957482068652,25.112107623318387
80,1.0,50,100,1.5953894891484401,30.34825870646766
20,3.0,850,80,1.5951527209753569,41.95804195804196
40,2.0,750,20,1.5951039729232088,42.93333333333334
100,3.0,950,80,1.5943191243773096,49.31506849315068
120,2.0,850,100,1.5938441018712717,46.26865671641791
80,1.0,450,80,1.5933596559906877,32.29166666666667
20,3.0,950,100,1.592446879657791,40.74074074074074
20,2.0,50,80,1.5924257247633582,30.87557603686636
60,1.0,750,80,1.5924227498631938,30.476190476190478
60,1.0,650,80,1.5912822197269556,30.063291139240505
160,4.0,550,120,1.5908567431351595,60.0
160,4.0,650,120,1.5908567431351595,60.0
160,2.0,550,80,1.5898048768754904,45.45454545454545
120,1.0,350,80,1.5871046569198548,33.56164383561644
40,1.0,350,80,1.5869266759343328,29.850746268656714
80,1.0,150,60,1.586367854122057,32.76231263383298
80,4.0,650,120,1.5852089845122521,58.06451612903226
180,2.0,850,100,1.5846235648759235,46.42857142857143
40,2.0,450,60,1.5839591320140056,35.83061889250814
60,4.0,750,100,1.5838780718484338,58.333333333333336
80,2.0,350,80,1.582877352396649,36.44444444444444
80,2.0,250,80,1.5825465741249038,37.6
80,2.0,50,20,1.5824094741275225,40.572792362768496
20,1.0,950,100,1.5816205608462568,28.436018957345972
140,1.0,550,60,1.581262813212258,27.536231884057973
20,1.0,450,80,1.581116703206166,29.635499207606976
160,2.0,650,100,1.5802672942139981,46.875
20,3.0,650,20,1.579208470336744,45.320197044334975
100,3.0,250,120,1.5791508123952174,43.13725490196079
40,3.0,650,60,1.5790722159752255,43.44827586206896
20,2.0,950,120,1.5790632398633098,30.69908814589666
20,1.0,650,80,1.578295141853874,29.076923076923077
160,3.0,750,100,1.5782730811324739,56.52173913043478
80,4.0,550,60,1.57780140034803,61.53846153846154
40,3.0,450,60,1.5766342172211534,43.790849673202615
160,1.0,950,80,1.5759131124311547,31.439393939393938
40,2.0,50,120,1.575035102495926,30.42071197411003
100,2.0,950,120,1.5750163442569673,37.410071942446045
80,1.0,250,60,1.574621458154038,31.784841075794624
80,4.0,250,120,1.5722625239831847,53.48837209302325
100,3.0,850,120,1.5719459665211086,42.465753424657535
120,2.0,750,100,1.5719042105830756,45.65217391304348
80,3.0,450,80,1.5714905412611244,48.24561403508772
40,1.0,250,80,1.571147377784786,28.780487804878046
20,3.0,650,120,1.5708073817315287,38.68613138686132
60,2.0,150,100,1.5703154741691916,34.89208633093525
60,3.0,850,20,1.5701324565360253,47.72727272727273
40,2.0,450,20,1.5692657195011162,41.48681055155875
80,3.0,950,100,1.56899932463398,46.590909090909086
120,3.0,450,120,1.5675251729545832,47.5609756097561
40,1.0,450,60,1.5664613123234643,29.954954954954953
160,3.0,850,100,1.566347580548405,56.92307692307692
120,2.0,750,120,1.5663285374279097,41.86046511627907
180,2.0,750,100,1.5661234241277762,46.55172413793103
20,1.0,750,80,1.5652028984012691,28.74251497005988
160,4.0,50,120,1.5651941695461193,59.09090909090909
160,4.0,150,120,1.5651941695461193,59.09090909090909
160,4.0,250,120,1.5651941695461193,59.09090909090909
80,1.0,250,120,1.5649589592375828,29.537366548042705
180,3.0,550,80,1.564917692720099,61.53846153846154
80,4.0,350,120,1.56274605371597,54.054054054054056
80,3.0,350,80,1.5626653896090805,48.275862068965516
20,3.0,750,120,1.5624507605481328,38.80597014925373
140,3.0,450,100,1.560019049224128,53.246753246753244
20,2.0,250,80,1.5586815224829111,31.155778894472363
120,2.0,850,120,1.558304906132564,42.06349206349206
180,1.0,350,100,1.557700846011096,31.3953488372093
20,3.0,250,20,1.5574338625747475,44.35146443514644
180,1.0,450,80,1.5571351643303075,31.00303951367781
100,3.0,850,60,1.556408302725904,51.89873417721519
80,2.0,50,100,1.5554189559621021,36.70411985018727
40,2.0,150,100,1.5551350527750833,31.93548387096774
180,2.0,550,60,1.5549380198356195,46.05263157894737
80,1.0,350,60,1.5529209388826273,32.795698924731184
140,1.0,750,60,1.552411412562673,26.356589147286826
40,2.0,350,60,1.5523453549287234,35.47400611620795
20,2.0,550,40,1.5521836914205842,34.42265795206972
60,1.0,850,60,1.5521704954213165,32.664756446991404
100,2.0,950,100,1.5520961142172482,40.939597315436245
80,2.0,150,100,1.551561928857702,37.35408560311284
120,1.0,450,60,1.5494461147335905,30.183727034120732
180,2.0,750,120,1.5480355875459346,41.284403669724774
20,1.0,350,80,1.5479935127042381,29.610829103214893
100,3.0,750,20,1.5468656142406654,56.81818181818182
60,4.0,350,100,1.5457419921857072,55.00000000000001
160,2.0,450,120,1.5448537785237917,40.87591240875913
180,1.0,50,100,1.5446419291788875,32.441471571906355
20,3.0,350,60,1.5439165553764778,40.11299435028249
180,2.0,50,80,1.543847359530901,44.375
180,2.0,150,80,1.543847359530901,44.375
80,3.0,150,20,1.5430468929839563,47.53086419753087
100,3.0,650,60,1.543023729841505,52.94117647058824
40,2.0,550,40,1.5429625837080385,40.181268882175225
160,4.0,350,120,1.5429301606875654,57.14285714285714
160,4.0,450,120,1.5429301606875654,57.14285714285714
180,3.0,350,120,1.5427367448744165,51.515151515151516
120,3.0,650,120,1.5418388376574308,50.68493150684932
40,2.0,650,40,1.5414666823614676,41.06583072100313
20,1.0,850,80,1.5401916891985157,28.52897473997028
100,3.0,650,20,1.5389274421424155,55.55555555555556
80,3.0,650,80,1.538050718591502,48.54368932038835
20,3.0,350,20,1.537830810759338,44.95412844036697
40,1.0,850,60,1.537252809554817,28.037383177570092
100,1.0,150,100,1.537220904526794,32.84023668639053
60,2.0,250,80,1.5365017558129002,36.80297397769517
20,3.0,850,120,1.5364823822286446,38.23529411764706
160,1.0,250,120,1.5364613006972678,32.56704980842912
160,1.0,50,120,1.5347572436898496,32.592592592592595
160,1.0,50,80,1.534592650688742,31.967213114754102
60,2.0,450,60,1.5344710335777862,40.07782101167315
60,4.0,550,100,1.5330327010046192,55.26315789473685
140,2.0,750,100,1.5328747555671707,43.41085271317829
180,2.0,850,120,1.5328404140139114,41.509433962264154
60,2.0,50,100,1.5325528951885012,33.88704318936877
140,3.0,350,100,1.52884293503102,52.56410256410257
100,2.0,450,80,1.5284083756709512,40.83769633507853
180,2.0,250,80,1.5283518683970214,44.375
60,4.0,450,100,1.5279358320660652,53.84615384615385
20,2.0,350,80,1.5270377847731567,30.909090909090907
80,3.0,250,120,1.5264858330837054,42.10526315789473
120,2.0,950,100,1.52617129244243,45.80152671755725
140,1.0,450,60,1.5251517378551114,27.586206896551722
180,2.0,950,100,1.5243470273502295,45.87155963302752
20,3.0,450,100,1.5234477503134043,39.59731543624161
160,2.0,650,120,1.5228494421220427,40.16393442622951
100,1.0,750,80,1.5225794206564889,33.85826771653544
180,2.0,650,60,1.5214610320602706,44.75524475524475
80,2.0,150,120,1.5213195338741474,33.75
40,1.0,350,100,1.5212855533237424,28.150134048257375
40,1.0,150,100,1.5207397626925534,27.083333333333332
80,2.0,150,20,1.5191458663062274,40.5940594059406
160,1.0,150,120,1.5186050828021402,32.720588235294116
60,1.0,50,80,1.5185818333590926,29.388560157790927
60,2.0,150,120,1.518461347441403,31.93916349809886
80,2.0,850,80,1.51841089588191,40.10989010989011
20,1.0,450,60,1.5181483259972632,26.173541963015644
80,4.0,650,60,1.5179985034041035,61.76470588235294
40,2.0,350,20,1.5178363295713546,41.12359550561798
60,4.0,50,100,1.5171017209304425,52.0
60,4.0,150,100,1.5171017209304425,52.0
20,1.0,350,120,1.516811275278561,29.07216494845361
80,1.0,350,80,1.5163346452758395,32.903225806451616
20,2.0,750,60,1.5161459631432366,31.18811881188119
40,2.0,150,80,1.5160562826307233,32.93768545994065
60,1.0,950,60,1.5158562755274951,32.577903682719544
60,3.0,250,60,1.5157173447465406,41.46341463414634
120,3.0,350,120,1.515150745655823,46.42857142857143
140,1.0,650,60,1.5123597068072347,26.38190954773869
60,4.0,650,100,1.512283777848365,57.14285714285714
40,3.0,850,60,1.5120197822947736,42.44604316546763
40,2.0,850,20,1.5116500409180305,43.27956989247312
60,1.0,450,60,1.5114089618900215,32.360742705570296
120,1.0,550,60,1.5107231931520533,30.35230352303523
80,2.0,50,120,1.5105023881908886,33.33333333333333
20,2.0,250,100,1.5104699423945265,30.0
100,3.0,550,20,1.5077715888539156,55.670103092783506
100,1.0,450,80,1.5076136633956316,33.81294964028777
180,3.0,50,120,1.5073051760665126,51.470588235294116
180,3.0,150,120,1.5073051760665126,51.470588235294116
180,3.0,250,120,1.5073051760665126,51.470588235294116
160,3.0,650,120,1.5059918149378706,48.57142857142857
20,2.0,950,80,1.5044209881483688,30.376344086021508
100,1.0,50,100,1.5037323021777282,32.212885154061624
80,1.0,250,80,1.5035492852162762,31.871345029239766
80,2.0,250,20,1.50278559701581,40.331491712707184
60,2.0,50,80,1.5007662244289501,35.32934131736527
60,2.0,50,120,1.50004986257668,31.785714285714285
180,2.0,850,60,1.499964055566186,45.45454545454545
180,1.0,950,60,1.4998024979541806,29.198966408268735
180,2.0,850,80,1.499790619787737,43.80165289256198
40,2.0,150,120,1.4996288404874751,30.313588850174217
180,2.0,450,60,1.4993980412985375,46.496815286624205
20,3.0,750,20,1.4986814901598446,45.40816326530612
20,3.0,350,100,1.4983922571435275,38.36477987421384
60,1.0,550,80,1.4982463456716197,29.878048780487802
40,1.0,950,60,1.4966843707674689,27.505827505827508
160,4.0,950,120,1.4960894250362768,58.82352941176471
60,1.0,450,80,1.4957290760805844,30.69908814589666
20,3.0,450,20,1.4954595439009715,45.023696682464454
140,3.0,550,100,1.494959608785051,53.94736842105263
20,2.0,50,100,1.4943437691527612,30.952380952380953
80,3.0,750,80,1.4941904648779623,47.95918367346938
120,2.0,950,120,1.4940963761574177,41.46341463414634
160,1.0,950,60,1.4938224703165384,28.723404255319153
80,2.0,650,80,1.4933290206379024,38.578680203045685
140,2.0,750,120,1.4932380386652715,40.49586776859504
140,1.0,850,60,1.4927325890451042,27.486910994764397
40,2.0,950,40,1.4926935419437721,41.47157190635451
180,3.0,750,100,1.4921681666326199,60.0
160,3.0,650,80,1.491623085589075,58.333333333333336
180,2.0,50,120,1.4910918506882105,39.86013986013986
180,2.0,150,120,1.4910918506882105,39.86013986013986
160,1.0,250,80,1.4909575916163655,31.48148148148148
40,2.0,950,20,1.4909045190599515,43.05177111716621
60,2.0,750,60,1.4905734197773888,38.362068965517246
40,2.0,750,40,1.4902984617482808,40.71661237785016
40,3.0,750,60,1.4897862121212326,41.66666666666667
180,1.0,350,120,1.488834847187543,32.30088495575221
60,2.0,50,20,1.4887312938889152,41.81818181818181
100,1.0,350,120,1.4885593149909373,32.900432900432904
60,2.0,850,60,1.4877915883142525,39.03508771929825
180,3.0,650,100,1.4868264972527123,58.730158730158735
20,3.0,50,20,1.4865449396735007,43.54838709677419
80,4.0,450,60,1.4863696990766886,57.14285714285714
60,4.0,250,80,1.4859391073256107,56.81818181818182
20,3.0,450,60,1.4856773062937414,41.07142857142857
100,1.0,250,120,1.485179933126002,30.501930501930502
100,3.0,850,20,1.4847900750669216,54.761904761904766
160,1.0,350,60,1.4845398403923002,28.602150537634408
180,2.0,950,120,1.4844993747559423,40.77669902912621
60,4.0,950,100,1.4841190946570717,57.57575757575758
20,3.0,50,80,1.4840064527891934,39.42307692307692
140,2.0,450,80,1.4839340980523699,41.46341463414634
180,2.0,750,60,1.48249838282962,44.11764705882353
80,3.0,850,80,1.4819903205399156,47.95918367346938
40,1.0,250,120,1.4817282270760879,27.514792899408285
80,2.0,550,40,1.4816335303371335,43.56846473029046
180,2.0,750,80,1.4810774017597548,43.2
60,1.0,150,100,1.4807583706101521,26.344086021505376
140,2.0,650,80,1.4805216325579116,41.0958904109589
120,3.0,550,60,1.4799794802073536,53.65853658536586
40,2.0,150,20,1.4798198597946215,39.61904761904762
180,4.0,850,120,1.4790476777521597,64.28571428571429
180,4.0,950,120,1.4790476777521597,64.28571428571429
20,2.0,350,120,1.4781427209178084,31.15264797507788
100,1.0,350,100,1.478014386361437,32.669322709163346
120,1.0,250,60,1.4776789848866536,30.042918454935624
40,2.0,250,20,1.4776676402770696,40.76433121019109
180,2.0,250,120,1.477229976607659,39.86013986013986
40,3.0,350,60,1.4764862649330706,40.74074074074074
120,3.0,850,60,1.4763773184820292,54.666666666666664
160,3.0,750,120,1.476054652717476,45.588235294117645
120,2.0,650,60,1.475245722369639,42.26190476190476
100,1.0,550,80,1.473861805540757,33.33333333333333
100,1.0,850,80,1.473553487499176,34.645669291338585
20,3.0,350,80,1.4725263177982546,41.21212121212121
180,1.0,250,100,1.4716899686850224,30.944625407166125
100,3.0,950,120,1.471620619733445,41.42857142857143
60,2.0,550,20,1.4708292410963257,43.90243902439025
160,3.0,950,100,1.469852237489915,54.09836065573771
180,3.0,350,80,1.4696299604274463,57.971014492753625
120,3.0,750,120,1.4693789800032477,48.61111111111111
120,2.0,350,100,1.4686777738213537,42.5287356321839
120,2.0,850,60,1.4686771829409662,41.875
120,1.0,750,60,1.4684081666902644,28.947368421052634
60,1.0,750,60,1.4682973138683757,31.35593220338983
140,1.0,150,100,1.4675473806438335,32.60188087774294
160,1.0,150,80,1.4672717738667327,31.725888324873097
40,2.0,250,60,1.4670820642793687,34.883720930232556
60,1.0,350,60,1.4668768127683562,32.6530612244898
20,3.0,150,60,1.466600938594858,40.0
140,1.0,50,100,1.4652638849533923,32.70440251572327
140,1.0,250,80,1.4630396281916245,31.564245810055862
40,2.0,50,60,1.4623533255098509,34.58149779735683
100,3.0,50,120,1.4620980993592587,40.54054054054054
100,3.0,150,120,1.4620980993592587,40.54054054054054
40,1.0,150,60,1.4618735726350316,31.3373253493014
180,4.0,750,120,1.4613653136909661,66.66666666666666
20,1.0,350,60,1.460872882891795,26.253687315634217
140,3.0,450,80,1.4600390464855892,53.16455696202531
100,2.0,250,100,1.459931303104276,38.23529411764706
160,1.0,50,60,1.4588516407036383,30.482456140350877
20,3.0,950,80,1.4585957262602183,41.54929577464789
20,2.0,150,100,1.4585591190521918,30.35230352303523
80,4.0,350,60,1.4548946710462223,55.81395348837209
120,3.0,750,60,1.4548937374395772,53.94736842105263
80,3.0,450,20,1.4546583914116513,49.6124031007752
140,1.0,150,120,1.454455346893272,32.19178082191781
60,4.0,750,80,1.4524086213387306,55.55555555555556
140,1.0,50,120,1.452138034042035,31.958762886597935
140,1.0,950,80,1.45180688180153,32.677165354330704
60,2.0,950,60,1.451749350701707,38.76651982378855
40,1.0,150,80,1.4515044992669135,29.166666666666668
80,2.0,450,60,1.4506525545704936,40.772532188841204
100,3.0,350,60,1.4500133669393733,48.03921568627451
100,3.0,350,20,1.4489796733570701,50.0
140,3.0,450,120,1.4489465772464951,43.42105263157895
60,2.0,650,20,1.448824210311006,43.63057324840764
20,3.0,950,60,1.4484981236638896,40.52287581699346
20,3.0,50,100,1.447254374561106,35.53299492385787
60,3.0,950,20,1.447053656183035,46.51162790697674
120,2.0,650,80,1.4466909640192203,43.58974358974359
140,3.0,350,80,1.4462333336670676,52.5
180,3.0,850,100,1.4461340977057382,59.32203389830508
60,2.0,150,20,1.4461256452736535,41.94260485651214
100,2.0,650,80,1.4444060621210026,41.01123595505618
120,3.0,850,120,1.4435953595484743,46.478873239436616
80,4.0,850,60,1.44336156885388,61.29032258064516
60,1.0,650,60,1.4431195002707795,31.57894736842105
120,2.0,550,40,1.4426698396505715,46.391752577319586
120,1.0,950,80,1.4422509707738957,34.146341463414636
80,2.0,450,20,1.4418208206913254,40.58441558441558
120,3.0,50,80,1.4409766185780366,48.97959183673469
120,3.0,150,80,1.4409766185780366,48.97959183673469
80,1.0,50,60,1.440851677080771,33.2703213610586
100,3.0,450,60,1.4408436330414576,49.0
100,1.0,950,80,1.4397236568372533,34.387351778656125
160,3.0,750,80,1.4394638636326755,55.714285714285715
60,2.0,150,80,1.439382022958493,36.0655737704918
60,4.0,850,80,1.4386779040819244,55.88235294117647
180,3.0,50,80,1.43796509539993,57.74647887323944
180,3.0,150,80,1.43796509539993,57.74647887323944
180,3.0,250,80,1.43796509539993,57.74647887323944
120,3.0,950,60,1.4363153031419609,54.41176470588235
40,1.0,250,60,1.4361215893276955,29.574468085106382
80,3.0,50,120,1.4352316657734965,38.46153846153847
160,2.0,450,80,1.4351755424270283,42.857142857142854
100,3.0,50,20,1.4347514957267005,47.69230769230769
100,3.0,150,20,1.4347514957267005,47.69230769230769
120,3.0,650,60,1.433557673167482,53.246753246753244
20,3.0,850,20,1.4320758387676074,43.93939393939394
160,3.0,850,80,1.4315145509039195,56.060606060606055
20,3.0,450,80,1.4314197318880866,41.935483870967744
20,2.0,850,60,1.431331664299593,31.76178660049628
100,2.0,550,60,1.4310685002974648,43.28358208955223
20,3.0,50,60,1.4310040452434103,40.692640692640694
60,4.0,250,120,1.43072533910348,48.837209302325576
20,3.0,150,80,1.4305917862045934,39.37823834196891
20,1.0,650,60,1.4297963853294797,25.633802816901408
120,2.0,750,60,1.4296204055853023,41.46341463414634
40,1.0,350,120,1.4293396535193121,28.488372093023255
60,1.0,250,100,1.428423832756823,26.453488372093027
60,4.0,850,120,1.4275808062846367,48.484848484848484
80,3.0,250,80,1.4272803914897136,44.96124031007752
60,2.0,550,40,1.4265542513070826,43.79562043795621
140,2.0,350,100,1.4265228937401502,41.21212121212121
140,2.0,850,100,1.4263382990445537,42.63565891472868
80,3.0,150,120,1.4262403210652301,38.46153846153847
180,1.0,350,80,1.4260083382058173,30.555555555555557
180,2.0,950,80,1.4256201227636447,43.22033898305085
40,2.0,850,40,1.4254825417109926,41.118421052631575
20,3.0,950,120,1.4254288012952163,37.3134328358209
180,1.0,150,100,1.4246454124405314,31.189710610932476
120,3.0,250,80,1.4246376438606194,49.48453608247423
60,4.0,350,80,1.4224489376521505,55.00000000000001
40,1.0,50,120,1.42211076213903,25.238095238095237
80,3.0,350,20,1.419904420167371,49.23076923076923
80,4.0,750,60,1.4198415241874516,57.57575757575758
120,3.0,950,120,1.4192225473358548,48.4375
140,3.0,350,120,1.4188378858235406,42.857142857142854
80,4.0,950,60,1.418431658503871,60.0
100,1.0,650,80,1.418383487778763,32.69230769230769
60,4.0,50,80,1.4183026034700068,54.0
60,4.0,150,80,1.4183026034700068,54.0
140,2.0,950,100,1.4164342841073865,43.54838709677419
20,2.0,650,40,1.4154108097615188,32.73942093541203
140,2.0,550,60,1.4149558551761665,44.91017964071856
20,3.0,150,100,1.4148539924787298,36.41304347826087
160,1.0,250,60,1.4128510788847743,28.125
60,1.0,550,60,1.4106392966411703,31.2
80,1.0,150,80,1.4105729800814655,31.472081218274113
100,3.0,450,20,1.4097577024239394,51.886792452830186
100,3.0,950,60,1.409444126719141,51.31578947368421
100,2.0,50,100,1.407197472575868,36.05150214592275
160,2.0,350,100,1.4067423487019384,43.037974683544306
180,1.0,50,120,1.4066118418498923,31.716417910447763
60,3.0,950,60,1.4065099464498267,45.2991452991453
60,4.0,550,80,1.4064406126682467,55.26315789473685
180,3.0,750,120,1.4051933295235541,49.152542372881356
60,3.0,150,60,1.4049226894135876,40.32258064516129
80,2.0,750,80,1.4049224683818318,37.967914438502675
120,3.0,450,60,1.4047553228128353,51.13636363636363
60,4.0,450,80,1.4025223918692546,53.84615384615385
80,3.0,550,80,1.4022769070133168,47.27272727272727
60,4.0,750,120,1.401477662353453,48.57142857142857
80,3.0,50,80,1.4014218186803309,43.15068493150685
80,1.0,50,80,1.4005412021326547,31.767337807606268
180,1.0,250,120,1.3995771258722989,30.855018587360593
20,1.0,950,120,1.3988759646138542,27.732463295269167
120,3.0,50,100,1.3981543064872395,49.48453608247423
120,3.0,150,100,1.3981543064872395,49.48453608247423
20,1.0,250,100,1.3974595041235438,28.865979381443296
80,3.0,250,20,1.397454968250582,46.52777777777778
100,2.0,250,120,1.3964936561963779,34.89583333333333
160,3.0,850,120,1.395681458072811,45.3125
100,2.0,150,100,1.3947644229955136,36.08695652173913
120,1.0,650,60,1.3937977449309638,29.178470254957507
180,2.0,950,60,1.3923437284198659,43.84615384615385
40,1.0,50,60,1.3920394688098319,28.424153166421206
80,2.0,950,80,1.3919036292938125,38.25136612021858
180,4.0,550,120,1.3914952532979163,62.5
180,4.0,650,120,1.3914952532979163,62.5
160,2.0,550,60,1.390509657908669,47.13375796178344
100,3.0,250,20,1.3894218563154468,47.93388429752066
120,2.0,350,120,1.388932319883315,39.39393939393939
180,3.0,650,120,1.3885850136147377,50.0
120,3.0,250,100,1.3883565944028693,50.0
20,1.0,50,100,1.3879218552297443,26.06837606837607
140,3.0,650,100,1.3875352192452048,54.794520547945204
140,3.0,550,80,1.3874499016787754,53.84615384615385
140,3.0,550,120,1.3873715914802927,44.0
120,2.0,850,80,1.3841519425325208,42.281879194630875
20,1.0,750,60,1.383867011736166,25.972222222222225
80,4.0,50,60,1.3831366040475663,52.94117647058824
80,4.0,150,60,1.3831366040475663,52.94117647058824
100,2.0,750,80,1.3814940623825323,39.411764705882355
60,2.0,350,60,1.380631517854099,37.81818181818182
80,3.0,650,20,1.3788100624618485,50.0
140,2.0,950,120,1.3787205576848278,40.17094017094017
20,3.0,450,120,1.3783644634105268,38.19444444444444
80,2.0,50,80,1.3783262017013413,36.610169491525426
20,1.0,850,60,1.3777687591100798,25.770308123249297
60,4.0,650,80,1.377304215214387,54.285714285714285
100,2.0,850,80,1.3772263089963526,39.64497041420118
80,2.0,350,20,1.3751248296647258,39.9390243902439
60,4.0,50,120,1.3745435706307907,45.83333333333333
60,4.0,150,120,1.3745435706307907,45.83333333333333
120,2.0,950,60,1.3745202248237522,41.40127388535032
20,2.0,750,20,1.3735794980682545,39.325842696629216
80,3.0,950,120,1.3727537945424757,38.372093023255815
80,4.0,250,60,1.3727525305851833,53.06122448979592
120,1.0,50,100,1.3702581209536435,32.13213213213213
20,3.0,350,120,1.368958426502045,36.84210526315789
160,2.0,650,80,1.3687498656888895,43.47826086956522
80,3.0,650,60,1.3667799328854693,46.788990825688074
60,1.0,250,60,1.366536256398478,30.62645011600928
20,2.0,250,60,1.3665244278120134,31.08695652173913
120,2.0,750,80,1.3661566939129441,41.830065359477125
60,1.0,350,100,1.3654411305938912,26.959247648902824
180,4.0,50,120,1.36482389700033,61.111111111111114
180,4.0,150,120,1.36482389700033,61.111111111111114
180,4.0,250,120,1.36482389700033,61.111111111111114
60,3.0,50,60,1.3646210664346161,41.66666666666667
180,1.0,850,40,1.3645473796742054,33.6405529953917
180,1.0,750,40,1.3645072002446539,33.257918552036195
120,2.0,450,80,1.364273365297998,41.47727272727273
140,2.0,350,120,1.3641161126897636,38.46153846153847
140,2.0,250,100,1.363784219161647,39.77272727272727
140,2.0,850,120,1.3631696337991226,39.34426229508197
80,1.0,150,120,1.3631062466281378,27.575757575757574
60,4.0,350,120,1.362298709635404,46.15384615384615
80,3.0,150,80,1.3622447389026464,43.44827586206896
120,3.0,650,20,1.361047963198369,56.09756097560976
60,1.0,150,60,1.3608588123648062,32.224532224532226
180,3.0,850,120,1.360500027230664,48.275862068965516
120,1.0,150,100,1.3604754894673285,32.13213213213213
60,4.0,550,60,1.3591439942997685,55.00000000000001
20,2.0,950,60,1.3589199654249737,30.37037037037037
140,3.0,950,100,1.3585108041858658,54.83870967741935
60,3.0,550,40,1.3583007586118607,48.201438848920866
180,1.0,450,60,1.3568488187204997,28.37837837837838
120,1.0,850,60,1.3559938356133139,29.970326409495552
140,2.0,650,60,1.3559248329280367,42.405063291139236
80,2.0,350,60,1.3547760821817416,38.55421686746988
80,1.0,750,40,1.3547593754362384,29.613733905579398
160,4.0,750,100,1.3516216443305344,72.22222222222221
160,4.0,850,100,1.3516216443305344,72.22222222222221
180,3.0,950,100,1.3515148457134178,55.35714285714286
180,1.0,150,120,1.3514712749063844,31.135531135531135
20,2.0,150,80,1.3512091435505404,30.582524271844658
140,2.0,750,80,1.3500806439979305,39.436619718309856
60,4.0,550,120,1.3493696148285501,45.94594594594595
100,2.0,50,120,1.3486473202202254,33.03167420814479
20,1.0,550,20,1.348444585425871,32.02247191011236
100,1.0,250,80,1.3475828176677598,32.24852071005917
140,3.0,750,100,1.3473272667905507,54.285714285714285
100,1.0,450,60,1.3471370000037435,30.422535211267604
80,2.0,650,20,1.3470039367644646,40.35087719298245
60,3.0,450,40,1.3466935024672846,47.2972972972973
60,4.0,450,120,1.346468024889118,44.73684210526316
80,1.0,850,40,1.3462107019324572,30.196936542669583
20,2.0,150,20,1.3459169991350086,38.78437047756874
80,3.0,750,60,1.3453062124392596,47.11538461538461
40,3.0,250,60,1.3447898702535608,37.91208791208791
140,3.0,650,80,1.344578042281977,52.702702702702695
20,2.0,250,120,1.3435159338009017,29.051987767584098
120,2.0,550,20,1.3403961360980727,40.959409594095945
120,3.0,550,20,1.3401982266827814,55.68181818181818
60,2.0,650,40,1.3401675050359545,42.42424242424242
180,1.0,250,80,1.3400027622596316,29.411764705882355
60,2.0,450,40,1.3399257865205252,42.75618374558304
140,3.0,750,80,1.3397673397152217,53.52112676056338
180,4.0,350,120,1.3387964600712614,58.82352941176471
180,4.0,450,120,1.3387964600712614,58.82352941176471
100,1.0,50,120,1.3379213062912012,29.239766081871345
140,4.0,850,120,1.3375005992053401,50.0
140,4.0,950,120,1.3375005992053401,50.0
160,1.0,150,60,1.3358262024263876,28.44677137870855
100,2.0,150,120,1.3353246918394819,33.02752293577982
140,3.0,850,100,1.3352359769549649,53.73134328358209
180,3.0,750,80,1.3343065937733536,60.65573770491803
160,4.0,950,100,1.3338398771904567,70.58823529411765
180,1.0,350,60,1.333176778124801,28.482328482328484
120,3.0,350,60,1.332486286156294,50.0
20,3.0,250,120,1.3314857105767244,35.625
80,1.0,950,40,1.3309600547942242,29.933481152993345
20,2.0,450,60,1.3299924080188095,30.94688221709007
140,3.0,50,100,1.3298850239674558,51.21951219512195
140,3.0,150,100,1.3298850239674558,51.21951219512195
140,3.0,250,100,1.3298850239674558,51.21951219512195
100,2.0,350,80,1.3298198570786093,36.94581280788177
40,2.0,150,60,1.3296721302091803,33.93782383419689
160,2.0,750,100,1.3294941712608515,44.800000000000004
20,2.0,350,60,1.3293563864811215,29.86425339366516
60,4.0,650,120,1.3288572803916714,47.05882352941176
80,3.0,850,60,1.3288123179183362,47.11538461538461
140,3.0,950,80,1.3287847927107848,53.96825396825397
100,1.0,250,60,1.3286466426826185,30.660377358490564
60,3.0,350,40,1.3277967352042157,47.368421052631575
40,1.0,150,120,1.3275303681138193,26.197183098591548
160,3.0,950,80,1.3274274657548286,54.83870967741935
120,2.0,650,40,1.3270683798912413,44.565217391304344
140,4.0,750,120,1.32699644960973,52.63157894736842
80,3.0,550,20,1.3268818627639918,50.81967213114754
180,3.0,650,80,1.3258733043160817,57.8125
40,3.0,450,20,1.3257918015937893,43.47826086956522
160,3.0,950,120,1.3253692520926204,43.333333333333336
140,2.0,50,100,1.3245257183851435,39.10614525139665
